timestamp,username,ip_address,location,incident_type,risk_score,severity,ml_anomaly_score,is_ml_anomaly,reasons,recommended_action,decision_method,action_executed,action_type,action_details,action_timestamp,ticket_generated,ticket_id,ticket_path,timeline
2025-02-24 23:03:00,qknight,191.225.222.122,"Ortizville, Norway",Brute Force Attempt,61.92,MEDIUM,34.21,0,"['High number of failed login attempts', 'Login attempt occurred during unusual hours', 'Expired token usage detected', 'Suspicious activity flag detected', 'Blocked authentication attempt', 'ML anomaly model did not strongly confirm behavioral abnormality']",Temporarily block source IP for 15 minutes and enforce CAPTCHA or account lockout.,Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Temporary IP Block,Source IP 191.225.222.122 was added to simulated block list.,2026-07-03T12:40:34.722506+00:00,False,,,[]
2025-02-24 23:23:00,cruzjennifer,217.24.64.113,"East Angela, Papua New Guinea",Brute Force Attempt,60.32,MEDIUM,63.2,0,"['High number of failed login attempts', 'Login attempt occurred during unusual hours', 'MFA is disabled', 'Suspicious activity flag detected', 'ML anomaly model did not strongly confirm behavioral abnormality']",Temporarily block source IP for 15 minutes and enforce CAPTCHA or account lockout.,Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Temporary IP Block,Source IP 217.24.64.113 was added to simulated block list.,2026-07-03T12:40:34.727184+00:00,False,,,[]
2025-02-25 00:05:00,cody75,174.220.149.61,"North Codyport, Swaziland",Possible Brute Force Success,69.73,MEDIUM,67.32,0,"['High number of failed login attempts', 'Login attempt occurred during unusual hours', 'MFA is disabled', 'Expired token usage detected', 'Suspicious activity flag detected', 'ML anomaly model did not strongly confirm behavioral abnormality']","Force password reset, terminate active sessions, and escalate to L2 analyst.",Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Force Password Reset,Password reset was simulated for user cody75.,2026-07-03T12:40:34.731808+00:00,False,,,[]
2025-02-25 00:20:00,frenchpamela,129.32.88.208,"New Taramouth, Malaysia",Possible Brute Force Success,62.21,MEDIUM,37.12,0,"['High number of failed login attempts', 'Login attempt occurred during unusual hours', 'MFA is disabled', 'High threat level detected', 'ML anomaly model did not strongly confirm behavioral abnormality']","Force password reset, terminate active sessions, and escalate to L2 analyst.",Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Force Password Reset,Password reset was simulated for user frenchpamela.,2026-07-03T12:40:34.735632+00:00,False,,,[]
2025-02-25 00:56:00,danielle73,32.58.241.195,"Leshire, Saint Lucia",Brute Force Attempt,56.53,MEDIUM,25.35,0,"['High number of failed login attempts', 'Login attempt occurred during unusual hours', 'MFA is disabled', 'Suspicious activity flag detected', 'ML anomaly model did not strongly confirm behavioral abnormality']",Temporarily block source IP for 15 minutes and enforce CAPTCHA or account lockout.,Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Temporary IP Block,Source IP 32.58.241.195 was added to simulated block list.,2026-07-03T12:40:34.740637+00:00,False,,,[]
2025-02-25 01:00:00,wdavis,211.1.153.197,"Port Roberttown, Netherlands",Brute Force Attempt,63.5,MEDIUM,16.24,1,"['High number of failed login attempts', 'Login attempt occurred during unusual hours', 'Device change detected', 'Expired token usage detected', 'Suspicious activity flag detected', 'High threat level detected', 'Blocked authentication attempt', 'ML anomaly model confirmed abnormal authentication behavior']",Temporarily block source IP for 15 minutes and enforce CAPTCHA or account lockout.,Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Temporary IP Block,Source IP 211.1.153.197 was added to simulated block list.,2026-07-03T12:40:34.744981+00:00,False,,,[]
2025-02-25 01:52:00,justin17,67.92.80.234,"Kellyview, Tuvalu",Brute Force Attempt,75.4,HIGH,34.0,0,"['High number of failed login attempts', 'Login attempt occurred during unusual hours', 'MFA is disabled', 'Expired token usage detected', 'Suspicious activity flag detected', 'Blocked authentication attempt', 'ML anomaly model did not strongly confirm behavioral abnormality']",Temporarily block source IP for 15 minutes and enforce CAPTCHA or account lockout.,Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Temporary IP Block,Source IP 67.92.80.234 was added to simulated block list.,2026-07-03T12:40:34.750023+00:00,True,SOC-AI-20260703124034750660-justin17-c3789d33,reports/tickets/SOC-AI-20260703124034750660-justin17-c3789d33.txt,[]
2025-02-25 01:54:00,lewischristina,216.106.173.13,"Codyfurt, Tanzania",Brute Force Attempt,92.01,HIGH,20.09,0,"['High number of failed login attempts', 'Login attempt occurred during unusual hours', 'MFA is disabled', 'Expired token usage detected', 'Suspicious activity flag detected', 'High threat level detected', 'Blocked authentication attempt', 'ML anomaly model did not strongly confirm behavioral abnormality']",Temporarily block source IP for 15 minutes and enforce CAPTCHA or account lockout.,Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Temporary IP Block,Source IP 216.106.173.13 was added to simulated block list.,2026-07-03T12:40:34.758352+00:00,True,SOC-AI-20260703124034758992-lewischristina-944ee7ec,reports/tickets/SOC-AI-20260703124034758992-lewischristina-944ee7ec.txt,[]
2025-02-25 01:58:00,douglas00,211.162.235.15,"New Kaylee, Libyan Arab Jamahiriya",Possible Brute Force Success,63.03,MEDIUM,45.3,0,"['High number of failed login attempts', 'Login attempt occurred during unusual hours', 'MFA is disabled', 'High threat level detected', 'ML anomaly model did not strongly confirm behavioral abnormality']","Force password reset, terminate active sessions, and escalate to L2 analyst.",Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Force Password Reset,Password reset was simulated for user douglas00.,2026-07-03T12:40:34.765669+00:00,False,,,[]
2025-02-25 02:32:00,greghernandez,195.247.156.26,"Francisborough, Spain",Brute Force Attempt,72.22,MEDIUM,47.25,0,"['High number of failed login attempts', 'Login attempt occurred during unusual hours', 'MFA is disabled', 'High threat level detected', 'Blocked authentication attempt', 'ML anomaly model did not strongly confirm behavioral abnormality']",Temporarily block source IP for 15 minutes and enforce CAPTCHA or account lockout.,Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Temporary IP Block,Source IP 195.247.156.26 was added to simulated block list.,2026-07-03T12:40:34.770221+00:00,False,,,[]
2025-02-25 04:45:00,moodyjessica,144.58.102.30,"Stricklandton, Cocos (Keeling) Islands",Possible Brute Force Success,59.78,MEDIUM,12.8,0,"['High number of failed login attempts', 'Login attempt occurred during unusual hours', 'MFA is disabled', 'High threat level detected', 'ML anomaly model did not strongly confirm behavioral abnormality']","Force password reset, terminate active sessions, and escalate to L2 analyst.",Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Force Password Reset,Password reset was simulated for user moodyjessica.,2026-07-03T12:40:34.777185+00:00,False,,,[]
2025-02-25 04:58:00,melvin47,172.193.40.227,"Mathisborough, Burundi",Brute Force Attempt,74.38,MEDIUM,23.83,0,"['High number of failed login attempts', 'Login attempt occurred during unusual hours', 'MFA is disabled', 'Expired token usage detected', 'Suspicious activity flag detected', 'Blocked authentication attempt', 'ML anomaly model did not strongly confirm behavioral abnormality']",Temporarily block source IP for 15 minutes and enforce CAPTCHA or account lockout.,Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Temporary IP Block,Source IP 172.193.40.227 was added to simulated block list.,2026-07-03T12:40:34.781691+00:00,False,,,[]
2025-02-25 05:22:00,pbrown,147.20.23.220,"East Robertmouth, Cocos (Keeling) Islands",Possible Brute Force Success,58.09,MEDIUM,40.93,0,"['High number of failed login attempts', 'Login attempt occurred during unusual hours', 'MFA is disabled', 'Suspicious activity flag detected', 'ML anomaly model did not strongly confirm behavioral abnormality']","Force password reset, terminate active sessions, and escalate to L2 analyst.",Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Force Password Reset,Password reset was simulated for user pbrown.,2026-07-03T12:40:34.792079+00:00,False,,,[]
2025-02-25 05:52:00,mcdonaldallison,194.96.48.191,"Williamshire, Poland",Potential MFA Bypass,56.88,MEDIUM,28.81,0,"['Login attempt occurred during unusual hours', 'MFA is disabled', 'Suspicious activity flag detected', 'High threat level detected', 'ML anomaly model did not strongly confirm behavioral abnormality']",Force MFA re-enrollment and verify user identity.,Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,MFA Enforcement,MFA re-authentication was simulated for user mcdonaldallison.,2026-07-03T12:40:34.797617+00:00,False,,,[]
2025-02-25 06:53:00,lynnhill,171.196.47.247,"Lake Raymond, Djibouti",Brute Force Attempt,67.57,MEDIUM,45.73,0,"['High number of failed login attempts', 'MFA is disabled', 'Suspicious activity flag detected', 'High threat level detected', 'ML anomaly model did not strongly confirm behavioral abnormality']",Temporarily block source IP for 15 minutes and enforce CAPTCHA or account lockout.,Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Temporary IP Block,Source IP 171.196.47.247 was added to simulated block list.,2026-07-03T12:40:34.802236+00:00,False,,,[]
2025-02-25 09:31:00,andrew60,142.1.33.113,"South Alexis, Lesotho",Brute Force Attempt,74.75,MEDIUM,27.53,0,"['High number of failed login attempts', 'MFA is disabled', 'Suspicious activity flag detected', 'High threat level detected', 'Blocked authentication attempt', 'ML anomaly model did not strongly confirm behavioral abnormality']",Temporarily block source IP for 15 minutes and enforce CAPTCHA or account lockout.,Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Temporary IP Block,Source IP 142.1.33.113 was added to simulated block list.,2026-07-03T12:40:34.809253+00:00,False,,,[]
2025-02-25 09:38:00,lhaynes,30.51.123.11,"Donaldmouth, Montserrat",Brute Force Attempt,63.47,MEDIUM,4.67,0,"['High number of failed login attempts', 'MFA is disabled', 'Suspicious activity flag detected', 'High threat level detected', 'ML anomaly model did not strongly confirm behavioral abnormality']",Temporarily block source IP for 15 minutes and enforce CAPTCHA or account lockout.,Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Temporary IP Block,Source IP 30.51.123.11 was added to simulated block list.,2026-07-03T12:40:34.813608+00:00,False,,,[]
2025-02-25 09:56:00,ismith,220.183.207.96,"Mcclurefort, Cuba",Brute Force Attempt,57.17,MEDIUM,31.72,0,"['High number of failed login attempts', 'MFA is disabled', 'Suspicious activity flag detected', 'Blocked authentication attempt', 'ML anomaly model did not strongly confirm behavioral abnormality']",Temporarily block source IP for 15 minutes and enforce CAPTCHA or account lockout.,Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Temporary IP Block,Source IP 220.183.207.96 was added to simulated block list.,2026-07-03T12:40:34.818117+00:00,False,,,[]
2025-02-25 10:21:00,seth83,9.253.234.197,"Millerberg, Austria",Brute Force Attempt,58.27,MEDIUM,42.67,0,"['High number of failed login attempts', 'MFA is disabled', 'Suspicious activity flag detected', 'Blocked authentication attempt', 'ML anomaly model did not strongly confirm behavioral abnormality']",Temporarily block source IP for 15 minutes and enforce CAPTCHA or account lockout.,Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Temporary IP Block,Source IP 9.253.234.197 was added to simulated block list.,2026-07-03T12:40:34.828609+00:00,False,,,[]
2025-02-25 11:15:00,martinchase,80.14.88.0,"Heatherborough, Egypt",Possible Brute Force Success,56.17,MEDIUM,21.68,0,"['High number of failed login attempts', 'MFA is disabled', 'Expired token usage detected', 'Suspicious activity flag detected', 'ML anomaly model did not strongly confirm behavioral abnormality']","Force password reset, terminate active sessions, and escalate to L2 analyst.",Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Force Password Reset,Password reset was simulated for user martinchase.,2026-07-03T12:40:34.834669+00:00,False,,,[]
2025-02-25 11:24:00,schmittstacie,161.11.129.163,"Port Brianside, Kiribati",Possible Brute Force Success,64.49,MEDIUM,59.94,0,"['High number of failed login attempts', 'MFA is disabled', 'Expired token usage detected', 'High threat level detected', 'ML anomaly model did not strongly confirm behavioral abnormality']","Force password reset, terminate active sessions, and escalate to L2 analyst.",Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Force Password Reset,Password reset was simulated for user schmittstacie.,2026-07-03T12:40:34.840062+00:00,False,,,[]
2025-02-25 11:42:00,johnny81,139.223.172.242,"North Lee, Ecuador",Possible Brute Force Success,55.22,MEDIUM,12.19,0,"['High number of failed login attempts', 'MFA is disabled', 'Expired token usage detected', 'Suspicious activity flag detected', 'ML anomaly model did not strongly confirm behavioral abnormality']","Force password reset, terminate active sessions, and escalate to L2 analyst.",Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Force Password Reset,Password reset was simulated for user johnny81.,2026-07-03T12:40:34.845357+00:00,False,,,[]
2025-02-25 13:14:00,maria09,207.128.181.66,"Brianton, Guyana",Brute Force Attempt,77.69,HIGH,56.89,0,"['High number of failed login attempts', 'MFA is disabled', 'Expired token usage detected', 'Suspicious activity flag detected', 'High threat level detected', 'ML anomaly model did not strongly confirm behavioral abnormality']",Temporarily block source IP for 15 minutes and enforce CAPTCHA or account lockout.,Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Temporary IP Block,Source IP 207.128.181.66 was added to simulated block list.,2026-07-03T12:40:34.851448+00:00,True,SOC-AI-20260703124034852044-maria09-28eb1ad3,reports/tickets/SOC-AI-20260703124034852044-maria09-28eb1ad3.txt,[]
2025-02-25 13:36:00,brownrobert,154.77.161.167,"New James, France",Brute Force Attempt,79.43,HIGH,29.3,0,"['High number of failed login attempts', 'Device change detected', 'Expired token usage detected', 'Suspicious activity flag detected', 'High threat level detected', 'Blocked authentication attempt', 'ML anomaly model did not strongly confirm behavioral abnormality']",Temporarily block source IP for 15 minutes and enforce CAPTCHA or account lockout.,Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Temporary IP Block,Source IP 154.77.161.167 was added to simulated block list.,2026-07-03T12:40:34.862243+00:00,True,SOC-AI-20260703124034862983-brownrobert-c08d1cf8,reports/tickets/SOC-AI-20260703124034862983-brownrobert-c08d1cf8.txt,[]
2025-02-25 15:48:00,jeffreygray,219.68.13.229,"Joshuashire, Kuwait",Expired Session Abuse,55.62,MEDIUM,61.22,0,"['MFA is disabled', 'Expired token usage detected', 'High threat level detected', 'Blocked authentication attempt', 'ML anomaly model did not strongly confirm behavioral abnormality']",Invalidate expired tokens and investigate token reuse attempts.,Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Session Revocation,Active session revocation was simulated for user jeffreygray.,2026-07-03T12:40:34.877969+00:00,False,,,[]
2025-02-25 16:04:00,theresabates,181.41.54.118,"Perrybury, Congo",Brute Force Attempt,69.5,MEDIUM,19.95,0,"['High number of failed login attempts', 'Expired token usage detected', 'Suspicious activity flag detected', 'High threat level detected', 'Blocked authentication attempt', 'ML anomaly model did not strongly confirm behavioral abnormality']",Temporarily block source IP for 15 minutes and enforce CAPTCHA or account lockout.,Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Temporary IP Block,Source IP 181.41.54.118 was added to simulated block list.,2026-07-03T12:40:34.882425+00:00,False,,,[]
2025-02-25 16:35:00,christiansarah,131.130.214.217,"Hollandmouth, Togo",Brute Force Attempt,86.4,HIGH,54.02,0,"['High number of failed login attempts', 'MFA is disabled', 'Expired token usage detected', 'Suspicious activity flag detected', 'High threat level detected', 'Blocked authentication attempt', 'ML anomaly model did not strongly confirm behavioral abnormality']",Temporarily block source IP for 15 minutes and enforce CAPTCHA or account lockout.,Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Temporary IP Block,Source IP 131.130.214.217 was added to simulated block list.,2026-07-03T12:40:34.887234+00:00,True,SOC-AI-20260703124034887876-christiansarah-79411bd0,reports/tickets/SOC-AI-20260703124034887876-christiansarah-79411bd0.txt,[]
2025-02-25 17:31:00,wilsonalec,161.209.219.0,"Fernandochester, Uganda",Possible Brute Force Success,60.0,MEDIUM,14.97,0,"['High number of failed login attempts', 'Expired token usage detected', 'Suspicious activity flag detected', 'High threat level detected', 'ML anomaly model did not strongly confirm behavioral abnormality']","Force password reset, terminate active sessions, and escalate to L2 analyst.",Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Force Password Reset,Password reset was simulated for user wilsonalec.,2026-07-03T12:40:34.895104+00:00,False,,,[]
2025-02-25 18:53:00,phall,217.119.47.231,"South Marilynside, Ecuador",Brute Force Attempt,67.3,MEDIUM,43.01,0,"['High number of failed login attempts', 'MFA is disabled', 'Expired token usage detected', 'Suspicious activity flag detected', 'Blocked authentication attempt', 'ML anomaly model did not strongly confirm behavioral abnormality']",Temporarily block source IP for 15 minutes and enforce CAPTCHA or account lockout.,Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Temporary IP Block,Source IP 217.119.47.231 was added to simulated block list.,2026-07-03T12:40:34.902099+00:00,False,,,[]
2025-02-25 19:15:00,mccartywayne,138.87.72.78,"East Vanessa, Turkmenistan",Possible Brute Force Success,75.04,HIGH,30.43,0,"['High number of failed login attempts', 'MFA is disabled', 'Expired token usage detected', 'Suspicious activity flag detected', 'High threat level detected', 'ML anomaly model did not strongly confirm behavioral abnormality']","Force password reset, terminate active sessions, and escalate to L2 analyst.",Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Force Password Reset,Password reset was simulated for user mccartywayne.,2026-07-03T12:40:34.912115+00:00,True,SOC-AI-20260703124034912899-mccartywayne-9154880b,reports/tickets/SOC-AI-20260703124034912899-mccartywayne-9154880b.txt,[]
2025-02-25 19:46:00,hmiller,213.152.182.160,"Lake Lori, Uruguay",Brute Force Attempt,69.25,MEDIUM,17.54,0,"['High number of failed login attempts', 'Expired token usage detected', 'Suspicious activity flag detected', 'High threat level detected', 'Blocked authentication attempt', 'ML anomaly model did not strongly confirm behavioral abnormality']",Temporarily block source IP for 15 minutes and enforce CAPTCHA or account lockout.,Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Temporary IP Block,Source IP 213.152.182.160 was added to simulated block list.,2026-07-03T12:40:34.919378+00:00,False,,,[]
2025-02-25 20:16:00,bridgesbelinda,183.184.70.109,"Port Adam, Venezuela",Brute Force Attempt,73.24,MEDIUM,12.36,0,"['High number of failed login attempts', 'MFA is disabled', 'Suspicious activity flag detected', 'High threat level detected', 'Blocked authentication attempt', 'ML anomaly model did not strongly confirm behavioral abnormality']",Temporarily block source IP for 15 minutes and enforce CAPTCHA or account lockout.,Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Temporary IP Block,Source IP 183.184.70.109 was added to simulated block list.,2026-07-03T12:40:34.924682+00:00,False,,,[]
2025-02-25 20:17:00,andrewarmstrong,220.9.44.140,"West Lisa, Afghanistan",Possible Brute Force Success,61.18,MEDIUM,26.84,0,"['High number of failed login attempts', 'Expired token usage detected', 'Suspicious activity flag detected', 'High threat level detected', 'ML anomaly model did not strongly confirm behavioral abnormality']","Force password reset, terminate active sessions, and escalate to L2 analyst.",Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Force Password Reset,Password reset was simulated for user andrewarmstrong.,2026-07-03T12:40:34.928939+00:00,False,,,[]
2025-02-25 20:18:00,rrodriguez,155.222.97.139,"Branchton, China",Possible Brute Force Success,56.02,MEDIUM,20.19,0,"['High number of failed login attempts', 'Device change detected', 'MFA is disabled', 'Suspicious activity flag detected', 'ML anomaly model did not strongly confirm behavioral abnormality']","Force password reset, terminate active sessions, and escalate to L2 analyst.",Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Force Password Reset,Password reset was simulated for user rrodriguez.,2026-07-03T12:40:34.933565+00:00,False,,,[]
2025-02-25 20:48:00,scarter,9.13.230.70,"Brucemouth, Cambodia",Brute Force Attempt,64.73,MEDIUM,56.82,1,"['High number of failed login attempts', 'Device change detected', 'Expired token usage detected', 'High threat level detected', 'Blocked authentication attempt', 'ML anomaly model confirmed abnormal authentication behavior']",Temporarily block source IP for 15 minutes and enforce CAPTCHA or account lockout.,Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Temporary IP Block,Source IP 9.13.230.70 was added to simulated block list.,2026-07-03T12:40:34.938487+00:00,False,,,[]
2025-02-25 20:55:00,scottrobinson,1.94.39.245,"Tamaraborough, Burkina Faso",Brute Force Attempt,62.27,MEDIUM,37.67,0,"['High number of failed login attempts', 'Suspicious activity flag detected', 'High threat level detected', 'Blocked authentication attempt', 'ML anomaly model did not strongly confirm behavioral abnormality']",Temporarily block source IP for 15 minutes and enforce CAPTCHA or account lockout.,Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Temporary IP Block,Source IP 1.94.39.245 was added to simulated block list.,2026-07-03T12:40:34.943567+00:00,False,,,[]
2025-02-25 20:57:00,karenpalmer,93.229.135.121,"Philipview, Yemen",Possible Brute Force Success,58.22,MEDIUM,42.19,0,"['High number of failed login attempts', 'MFA is disabled', 'Expired token usage detected', 'Suspicious activity flag detected', 'ML anomaly model did not strongly confirm behavioral abnormality']","Force password reset, terminate active sessions, and escalate to L2 analyst.",Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Force Password Reset,Password reset was simulated for user karenpalmer.,2026-07-03T12:40:34.949969+00:00,False,,,[]
2025-02-25 21:31:00,xking,151.188.206.132,"Robinhaven, Mayotte",Possible Brute Force Success,71.46,MEDIUM,39.56,0,"['High number of failed login attempts', 'Device change detected', 'MFA is disabled', 'Expired token usage detected', 'High threat level detected', 'ML anomaly model did not strongly confirm behavioral abnormality']","Force password reset, terminate active sessions, and escalate to L2 analyst.",Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Force Password Reset,Password reset was simulated for user xking.,2026-07-03T12:40:34.957695+00:00,False,,,[]
2025-02-25 23:05:00,santosalan,165.54.60.196,"Smithfort, Lao People's Democratic Republic",Possible Brute Force Success,72.3,MEDIUM,47.97,0,"['High number of failed login attempts', 'Login attempt occurred during unusual hours', 'Expired token usage detected', 'Suspicious activity flag detected', 'High threat level detected', 'ML anomaly model did not strongly confirm behavioral abnormality']","Force password reset, terminate active sessions, and escalate to L2 analyst.",Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Force Password Reset,Password reset was simulated for user santosalan.,2026-07-03T12:40:34.966057+00:00,False,,,[]
2025-02-25 23:12:00,william23,198.16.29.176,"East Robert, China",Possible Brute Force Success,69.85,MEDIUM,24.62,1,"['High number of failed login attempts', 'Login attempt occurred during unusual hours', 'Device change detected', 'MFA is disabled', 'Expired token usage detected', 'Suspicious activity flag detected', 'High threat level detected', 'ML anomaly model confirmed abnormal authentication behavior']","Force password reset, terminate active sessions, and escalate to L2 analyst.",Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Force Password Reset,Password reset was simulated for user william23.,2026-07-03T12:40:34.971161+00:00,False,,,[]
2025-02-25 23:20:00,cheryl88,129.163.248.190,"Duarteton, Nigeria",Possible Brute Force Success,68.57,MEDIUM,21.42,1,"['High number of failed login attempts', 'Login attempt occurred during unusual hours', 'Device change detected', 'MFA is disabled', 'Expired token usage detected', 'Suspicious activity flag detected', 'High threat level detected', 'ML anomaly model confirmed abnormal authentication behavior']","Force password reset, terminate active sessions, and escalate to L2 analyst.",Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Force Password Reset,Password reset was simulated for user cheryl88.,2026-07-03T12:40:34.977858+00:00,False,,,[]
2025-02-25 23:44:00,bryantchristopher,209.171.215.17,"Youngland, Fiji",Possible Brute Force Success,60.17,MEDIUM,52.93,1,"['High number of failed login attempts', 'Login attempt occurred during unusual hours', 'MFA is disabled', 'High threat level detected', 'ML anomaly model confirmed abnormal authentication behavior']","Force password reset, terminate active sessions, and escalate to L2 analyst.",Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Force Password Reset,Password reset was simulated for user bryantchristopher.,2026-07-03T12:40:34.983627+00:00,False,,,[]
2025-02-26 01:15:00,gonzalezgeorge,222.3.70.43,"Johnville, Lao People's Democratic Republic",Brute Force Attempt,55.75,MEDIUM,62.54,0,"['High number of failed login attempts', 'Login attempt occurred during unusual hours', 'Expired token usage detected', 'Suspicious activity flag detected', 'ML anomaly model did not strongly confirm behavioral abnormality']",Temporarily block source IP for 15 minutes and enforce CAPTCHA or account lockout.,Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Temporary IP Block,Source IP 222.3.70.43 was added to simulated block list.,2026-07-03T12:40:35.001933+00:00,False,,,[]
2025-02-26 01:51:00,pgill,62.16.183.242,"New Amy, Spain",Potential MFA Bypass,67.55,MEDIUM,45.52,0,"['Login attempt occurred during unusual hours', 'MFA is disabled', 'Expired token usage detected', 'Suspicious activity flag detected', 'High threat level detected', 'ML anomaly model did not strongly confirm behavioral abnormality']",Force MFA re-enrollment and verify user identity.,Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,MFA Enforcement,MFA re-authentication was simulated for user pgill.,2026-07-03T12:40:35.011576+00:00,False,,,[]
2025-02-26 01:52:00,gsmith,137.203.222.86,"East Steven, Saudi Arabia",Expired Session Abuse,67.95,MEDIUM,49.55,0,"['Login attempt occurred during unusual hours', 'MFA is disabled', 'Expired token usage detected', 'Suspicious activity flag detected', 'High threat level detected', 'ML anomaly model did not strongly confirm behavioral abnormality']",Invalidate expired tokens and investigate token reuse attempts.,Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Session Revocation,Active session revocation was simulated for user gsmith.,2026-07-03T12:40:35.016170+00:00,False,,,[]
2025-02-26 02:02:00,elewis,212.213.73.180,"Stephenfurt, Morocco",Brute Force Attempt,81.8,HIGH,52.96,0,"['High number of failed login attempts', 'Login attempt occurred during unusual hours', 'MFA is disabled', 'Expired token usage detected', 'High threat level detected', 'Blocked authentication attempt', 'ML anomaly model did not strongly confirm behavioral abnormality']",Temporarily block source IP for 15 minutes and enforce CAPTCHA or account lockout.,Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Temporary IP Block,Source IP 212.213.73.180 was added to simulated block list.,2026-07-03T12:40:35.021347+00:00,True,SOC-AI-20260703124035022148-elewis-0623dfd5,reports/tickets/SOC-AI-20260703124035022148-elewis-0623dfd5.txt,[]
2025-02-26 02:23:00,christina84,144.161.30.107,"Port Matthewmouth, Monaco",Brute Force Attempt,86.37,HIGH,53.68,0,"['High number of failed login attempts', 'Login attempt occurred during unusual hours', 'MFA is disabled', 'Suspicious activity flag detected', 'High threat level detected', 'Blocked authentication attempt', 'ML anomaly model did not strongly confirm behavioral abnormality']",Temporarily block source IP for 15 minutes and enforce CAPTCHA or account lockout.,Adaptive Hybrid Scoring (Rule-Based SOC Logic + ML Behavioral Anomaly),True,Temporary IP Block,Source IP 144.161.30.107 was added to simulated block list.,2026-07-03T12:40:35.028984+00:00,True,SOC-AI-20260703124035029643-christina84-9ff82c44,reports/tickets/SOC-AI-20260703124035029643-christina84-9ff82c44.txt,[]
